SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
1178005	Infantile spastic cerebral palsy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
413102000	Infarction of basal ganglia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
77296004	Infarction of breast (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
426983002	Infarction of medulla oblongata (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
22035000	Infarction of prostate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33793000	Infarction of testis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
122482001	Infected bursa (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
300941005	Infected face (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
300950007	Infected hand (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
404207003	Infected hernioplasty mesh (disorder)	12/1/2006	ACTIVE	ACTIVE (Current)
428762009	Infected insect bite of hand (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
283347003	Infected insect bite of upper limb (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
426002008	Infected olecranon bursa (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
234215001	Infected pacemaker (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254671003	Infected sebaceous cyst (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
269294008	Infection and inflammation reaction due to internal prosthetic device, implant or graft (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
213038007	Infection and inflammatory reaction due to cardiac valve prosthesis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
310609005	Infection and inflammatory reaction due to internal orthopedic fixation device (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
213138009	Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31871009	Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
69698001	Infection as complication of medical care (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51545005	Infection by Acremonium falciforme (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61750000	Infection by Angiostrongylus (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
56722001	Infection by Balantidium coli (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
58777003	Infection by Cryptosporidium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56460009	Infection by Drechlera hawaiiensis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
360419005	Infection by Enterobius vermicularis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88264003	Infection by larvae of Trichinella spiralis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111906006	Infection by Leptosphaeria senegalensis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44250009	Infection by Loa loa (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
83854004	Infection by Madurella grisea (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58484007	Infection by Madurella mycetomii (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61842000	Infection by Microsporida (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38539003	Infection by Onchocerca volvulus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
30369007	Infection by Paragonimus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
287369006	Infection by Phialophora gougerotii (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
286391005	Infection by Phialophora jeanselmei (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
10087007	Infection by Schistosoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
301810000	Infection by site (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
1214006	Infection by Strongyloides (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76172008	Infection by Taenia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
49078004	Infection by Toxocara canis (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
56335008	Infection by Trichomonas (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77506005	Infection by Trypanosoma cruzi (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
423451008	Infection due to anaerobic bacteria (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
409796004	Infection due to antimicrobial resistant bacteria (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
2918000	Infection due to Bacteroides (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77116006	Infection due to Bordetella parapertussis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
398565003	Infection due to clostridium botulinum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65154009	Infection due to Clostridium perfringens (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
406574007	Infection due to enterococcus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
71057007	Infection due to Escherichia coli (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66301008	Infection due to Group A Shigella (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
373029007	Infection due to Mycobacterium abscessus (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
371686006	Infection due to Mycobacterium avium-intracellulare group (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
372930006	Infection due to Mycobacterium gordonae (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
21704002	Infection due to Mycobacterium kansasii (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
373438001	Infection due to Mycobacterium marinum (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
372292006	Infection due to resistant organism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
406602003	Infection due to Staphylococcus aureus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423271002	Infection due to Streptococcus group G (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
406619001	Infection due to toxocara (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
10573002	Infection of amniotic cavity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
427769002	Infection of amputation stump (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
371061003	Infection of bladder catheter (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
111253001	Infection of bone (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111252006	Infection of bone associated with another disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408866006	Infection of central venous catheter (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
203217000	Infection of cervical spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
24342007	Infection of cesarean section AND/OR perineal wound (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
129127001	Infection of ear (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
402697000	Infection of external ear (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
299991003	Infection of finger (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
299990002	Infection of foot (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
310643001	Infection of intravenous catheter (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
203219002	Infection of lumbar spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
238408000	Infection of nail (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111459000	Infection of nipple, associated with childbirth (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203229009	Infection of phalanx of finger or thumb (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
108365000	Infection of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19824006	Infection of skin AND/OR subcutaneous tissue (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428877005	Infection of skin of finger (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
424463006	Infection of soft tissue of cervical spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
423064000	Infection of soft tissue of lumbar spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
128939001	Infection of subcutaneous tissue (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19773009	Infection of the breast AND/OR nipple associated with childbirth (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203218005	Infection of thoracic spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
427898007	Infection of tooth (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
429268001	Infection of vascular catheter (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
371095004	Infection resistant to penicillin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
199205008	Infections of bladder in pregnancy (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
199110003	Infections of kidney in pregnancy (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
199112006	Infections of the genital tract in pregnancy (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
41942005	Infectious AND/OR communicable disease of undetermined etiology (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
235896001	Infectious cirrhosis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
39341005	Infectious colitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19213003	Infectious diarrheal disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40733004	Infectious disease (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
66598005	Infectious disease carrier (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
40609001	Infectious disease in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128402005	Infectious disease of cardiovascular system (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
189176002	Infectious disease of genitourinary system (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
129128006	Infectious disorder of kidney (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233785003	Infectious disorder of trachea (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
12463005	Infectious gastroenteritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
206341008	Infectious granuloma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
271558008	Infectious mononucleosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
129129003	Infectious peritonitis (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
89114005	Infectious secondary iridocyclitis (disorder)	2/1/2007	ACTIVE	ACTIVE (Current)
3511005	Infectious thyroiditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
396234004	Infective arthritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312219000	Infective blepharitis (disorder)	8/1/2007	ACTIVE	ACTIVE (Current)
299699004	Infective conjunctivitis (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
236620008	Infective cystitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
27023008	Infective dermatitis of eyelid (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
71577007	Infective dermatitis of eyelid resulting in deformity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312215006	Infective encephalitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233850007	Infective endocarditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312423006	Infective laryngitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29689003	Infective myositis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86981007	Infective otitis externa (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312422001	Infective pharyngitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312342009	Infective pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61126009	Infective polyarthritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
196489000	Infective sialoadenitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236681009	Infective urethritis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
410477000	Infective uveitis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
199153003	Infective/parasitic disease in preg/childbirth/puerperium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4107000	Infertile male syndrome (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
359559003	Infertility due to azoospermia (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
414495006	Infestation by Demodex (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
60412004	Infestation by fly larvae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20848007	Infestation by Pediculus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
71011005	Infestation by Phthirus pubis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62752005	Infestation by Sarcoptes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408643008	Infiltrating duct carcinoma of breast (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
422399001	Infiltrating ductal carcinoma of breast, stage 1 (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
422479008	Infiltrating ductal carcinoma of breast, stage 2 (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
423114009	Infiltrating ductal carcinoma of breast, stage 3 (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
424229006	Infiltrating ductal carcinoma of breast, stage 4 (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
186175002	Infiltrative lung tuberculosis (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
298160000	Inflamed joint (finding)	9/1/2006	ACTIVE	ACTIVE (Current)
37610005	Inflammation of cervix (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
277169005	Inflammation of ear canal (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
34229002	Inflammation of ventriculus (stomach, disorder) (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
428101005	Inflammatory acne (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
267601009	Inflammatory and toxic neuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24526004	Inflammatory bowel disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128241005	Inflammatory disease of liver (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95361005	Inflammatory disease of mucous membrane (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
47132003	Inflammatory disease of vagina and/or vulva (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128139000	Inflammatory disorder (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
363175000	Inflammatory disorder of extremity (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
266423006	Inflammatory disorder of jaw (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128478005	Inflammatory disorder of male genital organ (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128496001	Inflammatory disorder of muscle (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
371163003	Inflammatory disorder of penis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128295000	Inflammatory disorder of the eye (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
417373000	Inflammatory polyarthropathy (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
72789009	Inflammatory pseudotumor of orbit proper (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6963001	Inflammatory spondylopathy associated with another disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6142004	Influenza (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
74644004	Influenza with encephalopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61700007	Influenza with non-respiratory manifestation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
41269000	Influenzal bronchopneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95891005	Influenza-like illness (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
310385006	Information status (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
45231001	Infrapatellar bursitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3192005	Infundibular pulmonic stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
400097005	Ingrowing nail (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25055007	Ingrowing nail with infection (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
400200009	Ingrowing toenail (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
396232000	Inguinal hernia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2303007	Inguinal hernia with gangrene (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
84231005	Inguinal hernia without obstruction AND without gangrene (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
127199000	Inguinal lymphadenopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
102570003	Inguinal pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
70340006	Inhalant abuse (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5002000	Inhalant dependence (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
60901005	Inhalant intoxication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18689007	Inhalant intoxication delirium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20876004	Inhalant-induced anxiety disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
89451009	Inhalant-induced mood disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61104008	Inhalant-induced organic mental disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32875003	Inhalant-induced persisting dementia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
75122001	Inhalant-induced psychotic disorder with delusions (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
63983005	Inhalant-induced psychotic disorder with hallucinations (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
292169005	Inhalational anesthetics adverse reaction (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
11389007	Inhalational anthrax (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
60103007	Inhibited female orgasm (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2438005	Iniencephaly (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
275659002	Injection given (situation)	10/1/2007	ACTIVE	ACTIVE (Current)
95376002	Injection site disorder (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
95384003	Injection site extravasation (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
95403007	Injection site fibrosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67861006	Injury at C1-C4 level with anterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6342009	Injury at C1-C4 level with central cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19090007	Injury at C1-C4 level with complete lesion of spinal cord AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67016008	Injury at C1-C4 level with posterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24392008	Injury at C1-C4 level with spinal cord injury AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70307002	Injury at C5-C7 level with anterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38278003	Injury at C5-C7 level with central cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
39881005	Injury at C5-C7 level with complete lesion of spinal cord AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76179004	Injury at C5-C7 level with posterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11807002	Injury at C5-C7 level with spinal cord injury AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
42206007	Injury at T1-T6 level with anterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64684007	Injury at T1-T6 level with central cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40795009	Injury at T1-T6 level with complete lesion of spinal cord AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24380008	Injury at T1-T6 level with posterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53810004	Injury at T1-T6 level with spinal cord injury AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
55600008	Injury at T7-T12 level with anterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64617008	Injury at T7-T12 level with central cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
55983005	Injury at T7-T12 level with complete lesion of spinal cord AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
91641000	Injury at T7-T12 level with posterior cord syndrome AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25331007	Injury at T7-T12 level with spinal cord injury AND without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
282745002	Injury by mechanism (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
242651001	Injury caused by animal (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
371708003	Injury due to electrical exposure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24803000	Injury due to exposure to ionizing radiation (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
