SOURCE 	CLASS	LOINC_CODE	"Rank Order(1 = most frequently ordered)"	CONVENIENCE_NAME	LOINC_LONG_COMMON_NAME	COMPONENT	PROPERTY	TM	SPCMN	SCALE	METHOD	Usually not performed at a referral lab (X)
	COAG	6007-9	1278	Prot C PPP-aCnc	Protein C [Units/volume] in Platelet poor plasma by Coagulation assay								
	SERO	14708-2	1279	Endomysium Ab Titr Ser	Endomysium Ab [Titer] in Serum								
	MICRO	7984-8	1280	B19V IgM Ser-aCnc	Parvovirus B19 IgM Ab [Units/volume] in Serum								
	CHEM	11039-5	1281	CRP SerPl Ql	C reactive protein [Presence] in Serum or Plasma								
	UA	32680-1	1282	Fine Gran Casts #/area UrnS LPF	Fine Granular Casts [#/area] in Urine sediment by Microscopy low power field								
	MICRO	30340-4	1283	EBV VCA IgM Ser Ql	Epstein Barr virus capsid IgM Ab [Presence] in Serum								
	MICRO	24115-8	1284	EBV VCA IgM Ser Ql EIA	Epstein Barr virus capsid IgM Ab [Presence] in Serum by Immunoassay								
	CHEM	28642-7	1285	SaO2% BldCoA	Oxygen saturation in Arterial cord blood								
	CHEM	25489-6	1286	Normetanephrine SerPl-sCnc	Normetanephrine [Moles/volume] in Serum or Plasma								
	PULM	19942-2	1287	Gas flow.O2 setting Oxymiser	Oxygen gas flow setting Oxymiser								
	HEM/BC	18319-4	1288	Neuts Vac Bld Ql Smear	Neutrophils.vacuolated [Presence] in Blood by Light microscopy								
	ALLERGY	15530-9	1289	A alternata IgE RAST Ql	Alternaria alternata IgE Ab RAST class in Serum								
	COAG	3256-5	1290	Fibrinogen Ag PPP Imm-mCnc	Fibrinogen Ag [Mass/volume] in Platelet poor plasma by Immunologic method								
	ABXBACT	35789-7	1291	Daptomycin Susc Islt	Daptomycin [Susceptibility]								
	CHEM	21365-2	1292	Leptin SerPl-mCnc	Leptin [Mass/volume] in Serum or Plasma								
	MICRO	21441-1	1293	HPV Low Risk DNA Cervix Ql Prb	Human papilloma virus 6+11+42+43+44 DNA [Presence] in Cervix by DNA probe								
	CHEM	14956-7	1294	Microalbumin 24H Ur-mRate	Microalbumin [Mass/time] in 24 hour Urine								
	CHEM	3087-4	1295	Urate 24H Ur-mRate	Urate [Mass/time] in 24 hour Urine								
	MICRO	5863-6	1296	FLUAV Ag XXX Ql IF	Influenza virus A Ag [Presence] in Unspecified specimen by Immunofluorescence								
	HEM/BC	34524-9	1297	Neuts Band Bld Ql Auto	Neutrophils.band form [Presence] in Blood by Automated count								
	CHEM	23841-0	1298	B-HCG adj MoM SerPl	Choriogonadotropin.beta subunit [Multiple of the median] adjusted in Serum or Plasma								
	CHEM	1857-2	1299	ACE Bld-cCnc	Angiotensin converting enzyme [Enzymatic activity/volume] in Blood								
	MICRO	31797-4	1300	CMV Ag XXX Ql	Cytomegalovirus Ag [Presence] in Unspecified specimen								
	MICRO	6379-2	1301	CMV Ag XXX Ql EIA	Cytomegalovirus Ag [Presence] in Unspecified specimen by Immunoassay								
	CHEM	16264-4	1302	COM Cry Stone Ql IR	Calcium oxalate monohydrate crystals [Presence] in Stone by Infrared spectroscopy								
	BLDBK	49542-4	1303	Pheresis Date&Time	Date and time of pheresis procedure								
	MICRO	30339-6	1304	EBV VCA IgG Ser Ql	Epstein Barr virus capsid IgG Ab [Presence] in Serum								
	MICRO	24114-1	1305	EBV VCA IgG Ser Ql EIA	Epstein Barr virus capsid IgG Ab [Presence] in Serum by Immunoassay								
	CHEM	32554-8	1306	Vit B1 Bld-sCnc	Thiamine [Moles/volume] in Blood								
	DRUG/TOX	14316-4	1307	Benzodiaz Ur Ql Scn	Benzodiazepines [Presence] in Urine by Screen method								
	SPEC	9796-4	1308	Color Stone	Color of Stone								
	PATH	9802-0	1309	Size Stone	Size [Entitic volume] of Stone								
	CHEM	2428-1	1310	Homocysteine SerPl-mCnc	Homocysteine [Mass/volume] in Serum or Plasma								
	ALLERGY	35538-8	1311	Baker's yeast IgG-mCnc	Baker's yeast IgG Ab [Mass/volume] in Serum								
	HEM/BC	48050-9	1312	Neutrophils Stl Ql Wright Stn	Neutrophils [Presence] in Stool by Wright stain								
	CELLMARK	20593-0	1313	CD19 Cells NFr XXX	CD19 cells/100 cells in Unspecified specimen								
	DRUG/TOX	5685-3	1314	Mercury Bld-mCnc	Mercury [Mass/volume] in Blood								
	CHEM	2605-4	1315	Meat Fibers Stl Ql Micro	Meat fibers [Presence] in Stool by Light microscopy								
	HEM/BC	730-2	1316	WBC Other NFr Bld Manual	Leukocytes other/100 leukocytes in Blood by Manual count								
	UA	8249-5	1317	Trans Cells UrnS Ql Micro	Transitional cells [Presence] in Urine sediment by Light microscopy								
	HEM/BC	30427-9	1318	Macrophages NFr Fld	Macrophages/100 leukocytes in Body fluid								
	PULM	19835-8	1319	Breaths setting SIMV	Breath rate setting Ventilator synchronized intermittent mandatory								
	MICRO	27395-3	1320	S pneum56 IgG Ser-mCnc	Streptococcus pneumoniae 56 IgG Ab [Mass/volume] in Serum								
	MICRO	40913-6	1321	S pneum56 IgG Ser EIA-mCnc	Streptococcus pneumoniae 56 IgG Ab [Mass/volume] in Serum by Immunoassay								
	CHEM	15212-4	1322	Lipase Fld-cCnc	Lipase [Enzymatic activity/volume] in Body fluid								
	DRUG/TOX	3507-1	1323	Codeine Ur Ql	Codeine [Presence] in Urine								
	MICRO	27390-4	1324	S pneum19 IgG Ser-mCnc	Streptococcus pneumoniae 19 IgG Ab [Mass/volume] in Serum								
	MICRO	27230-2	1325	S pneum19 IgG Ser EIA-mCnc	Streptococcus pneumoniae 19 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	27389-6	1326	S pneum23 IgG Ser-mCnc	Streptococcus pneumoniae 23 IgG Ab [Mass/volume] in Serum								
	MICRO	27231-0	1327	S pneum23 IgG Ser EIA-mCnc	Streptococcus pneumoniae 23 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	27094-2	1328	S pneum4 IgG Ser-mCnc	Streptococcus pneumoniae 4 IgG Ab [Mass/volume] in Serum								
	MICRO	40908-6	1329	S pneum4 IgG Ser EIA-mCnc	Streptococcus pneumoniae 4 IgG Ab [Mass/volume] in Serum by Immunoassay								
	HEM/BC	4575-7	1330	Hgb E MFr Bld	Hemoglobin E/Hemoglobin.total in Blood								
	MICRO	30153-1	1331	S pneum68 IgG Ser-mCnc	Streptococcus pneumoniae 68 IgG Ab [Mass/volume] in Serum								
	MICRO	40926-8	1332	S pneum68 IgG Ser EIA-mCnc	Streptococcus pneumoniae 68 IgG Ab [Mass/volume] in Serum by Immunoassay								
	HEM/BC	35127-0	1333	Hgb A2.prime MFr Bld	Hemoglobin A2.prime/Hemoglobin.total in Blood								
	HEM/BC	31156-3	1334	Hgb Barts MFr Bld	Hemoglobin Barts/Hemoglobin.total in Blood								
	HEM/BC	4569-0	1335	Hgb D MFr Bld	Hemoglobin D/Hemoglobin.total in Blood								
	HEM/BC	33593-5	1336	Hgb G-Coush MFr Bld	Hemoglobin G - Coushatta/Hemoglobin.total in Blood								
	HEM/BC	35125-4	1337	Hgb Lepore MFr Bld	Hemoglobin Lepore/Hemoglobin.total in Blood								
	HEM/BC	35126-2	1338	Hgb O-Arab MFr Bld	Hemoglobin O - Arab/Hemoglobin.total in Blood								
	CHEM	13986-5	1339	Albumin 24H MFr Ur Elph	Albumin/Protein.total in 24 hour Urine by Electrophoresis								
	ALLERGY	6165-5	1340	Lobster IgE Qn	Lobster IgE Ab [Units/volume] in Serum								
	MOLPATH.MUT	21709-1	1341	MTHFR gene Mut Anal Bld/T	MTHFR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal								
	CHEM	29573-3	1342	Phe DBS-sCnc	Phenylalanine [Moles/volume] in Dried blood spot								
	CHEM	35572-7	1343	Phe/Tyr DBS-sRto	Phenylalanine/Tyrosine [Molar ratio] in Dried blood spot								
	CHEM	2609-6	1344	MetanephS 24H Ur-mRate	Metanephrines [Mass/time] in 24 hour Urine								
	CHEM	35571-9	1345	Tyrosine DBS-sCnc	Tyrosine [Moles/volume] in Dried blood spot								
	CHEM	13984-0	1346	Alpha1 Glob 24H MFr Ur Elph	Alpha 1 globulin/Protein.total in 24 hour Urine by Electrophoresis								
	MOLPATH.MUT	38415-6	1347	MTHFR gene Mut Anal Bld/T	MTHFR gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative								
	CHEM	42484-6	1348	M Protein 24H MFr Ur Elph	Protein.monoclonal/Protein.total in 24 hour Urine by Electrophoresis								
	SERO	10863-9	1349	Endomysium IgA Titr Ser	Endomysium IgA Ab [Titer] in Serum								
	DRUG/TOX	3830-7	1350	Morphine Ur Ql	Morphine [Presence] in Urine								
	CHEM	3122-9	1351	VMA 24H Ur-mRate	Vanillylmandelate [Mass/time] in 24 hour Urine								
	DRUG/TOX	5693-7	1352	Methanol SerPl-mCnc	Methanol [Mass/volume] in Serum or Plasma								
	MICRO	13499-9	1353	HIV1 Ab Patrn Ser IB-Imp	HIV 1 Ab band pattern [interpretation] in Serum by Immunoblot (IB)								
	BLDBK	49540-8	1354	Acid citrate dextrose Vol BPU	Acid citrate dextrose [Volume] in Blood product unit								
	MICRO	5292-8	1355	VDRL Ser Ql	Reagin Ab [Presence] in Serum by VDRL								
	COAG	31102-7	1356	Prot S Act/Nor PPP Chro	Protein S actual/normal in Platelet poor plasma by Chromogenic method								
	UA	25157-9	1357	Epith Casts UrnS Ql Micro	Epithelial casts [Presence] in Urine sediment by Light microscopy								
	ABXBACT	33333-6	1358	Colistin Islt E-test	Colistin [Susceptibility] by Gradient strip (E-test)								
	CHEM	35675-8	1359	Calcium ?Tm Ur-mCnc	Calcium [Mass/volume] in unspecified time Urine								
	MICRO	588-4	1360	L pneumo Ag XXX Ql IF	Legionella pneumophila Ag [Presence] in Unspecified specimen by Immunofluorescence								
	DRUG/TOX	8150-5	1361	Amphetamines Ur-mCnc	Amphetamines [Mass/volume] in Urine								
	CHAL	10449-7	1362	Glucose 1H p meal SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --1 hour post meal								
	SPEC	17607-3	1363	Specimen vol CSF	Volume of Cerebral spinal fluid								
	CHEM	43583-4	1364	LPa SerPl-sCnc	Lipoprotein a [Moles/volume] in Serum or Plasma								
	DRUG/TOX	9426-8	1365	Barbiturates Ur-mCnc	Barbiturates [Mass/volume] in Urine								
	MICRO	9785-7	1366	O and P Prep Stl	Microscopic observation [Identifier] in Stool by Ova & Parasite Preparation								
	DRUG/TOX	9428-4	1367	Benzodiaz Ur-mCnc	Benzodiazepines [Mass/volume] in Urine								
	ALLERGY	31032-6	1368	Baker's yeast IgA Qn	Baker's yeast IgA Ab [Units/volume] in Serum								
	ALLERGY	47320-7	1369	Baker's yeast IgA Qn EIA	Baker's yeast IgA Ab [Units/volume] in Serum by Immunoassay								
	MICRO	22086-3	1370	A niger Ab Ser Ql	Aspergillus niger Ab [Presence] in Serum								
	ALLERGY	6164-8	1371	Virg Live Oak IgE Qn	Virginia Live Oak IgE Ab [Units/volume] in Serum								
	DRUG/TOX	33915-0	1372	Anabasine Ur-mCnc	Anabasine [Mass/volume] in Urine								
	SPEC	13358-7	1373	Collect Tme Smn	Collection time of Semen								
	CHEM	2837-3	1374	Preg SerPl-mCnc	Pregnenolone [Mass/volume] in Serum or Plasma								
	MOLPATH.MUT	34519-9	1375	HFE gene Mut Anal Bld/T	HFE gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative								
	UA	28545-2	1376	Mucous Threads #/area UrnS LPF	Mucus [#/area] in Urine sediment by Microscopy low power field								
	ALLERGY	6113-5	1377	Gum-Tree IgE Qn	Gum-Tree IgE Ab [Units/volume] in Serum								
	MICRO	27118-9	1378	S pneum26 IgG Ser-mCnc	Streptococcus pneumoniae 26 IgG Ab [Mass/volume] in Serum								
	MICRO	40905-2	1379	S pneum26 IgG Ser EIA-mCnc	Streptococcus pneumoniae 26 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	12856-1	1380	HIV1 p65 Ab Ser Ql IB	HIV 1 p65 Ab [Presence] in Serum by Immunoblot (IB)								
	HEM/BC	19077-7	1381	Cells Fld	Cells identified in Body fluid								
	MICRO	27096-7	1382	S pneum3 IgG Ser-mCnc	Streptococcus pneumoniae 3 IgG Ab [Mass/volume] in Serum								
	MICRO	27228-6	1383	S pneum3 IgG Ser EIA-mCnc	Streptococcus pneumoniae 3 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	25296-5	1384	S pneum51 IgG Ser-mCnc	Streptococcus pneumoniae 51 IgG Ab [Mass/volume] in Serum								
	MICRO	40911-0	1385	S pneum51 IgG Ser EIA-mCnc	Streptococcus pneumoniae 51 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	27113-0	1386	S pneum8 IgG Ser-mCnc	Streptococcus pneumoniae 8 IgG Ab [Mass/volume] in Serum								
	MICRO	40920-1	1387	S pneum8 IgG Ser EIA-mCnc	Streptococcus pneumoniae 8 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MICRO	27392-0	1388	S pneum9 IgG Ser-mCnc	Streptococcus pneumoniae 9 IgG Ab [Mass/volume] in Serum								
	MICRO	40923-5	1389	S pneum9 IgG Ser EIA-mCnc	Streptococcus pneumoniae 9 IgG Ab [Mass/volume] in Serum by Immunoassay								
	CHEM	15048-2	1390	CK BB CFr SerPl Elph	Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis								
	CHEM	12187-1	1391	CK MB CFr SerPl Elph	Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by Electrophoresis								
	CHEM	15049-0	1392	CK MM CFr SerPl Elph	Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis								
	MICRO	9662-8	1393	HIV1 gp41 Ab Ser Ql IB	HIV 1 gp41 Ab [Presence] in Serum by Immunoblot (IB)								
	MICRO	27092-6	1394	S pneum1 IgG Ser-mCnc	Streptococcus pneumoniae 1 IgG Ab [Mass/volume] in Serum								
	MICRO	27227-8	1395	S pneum1 IgG Ser EIA-mCnc	Streptococcus pneumoniae 1 IgG Ab [Mass/volume] in Serum by Immunoassay								
	CHEM	26019-0	1396	CK Macro1 CFr SerPl	Creatine Kinase.macromolecular type 1/Creatine kinase.total in Serum or Plasma								
	CHEM	26020-8	1397	CK Macro2 CFr SerPl	Creatine Kinase.macromolecular type 2/Creatine kinase.total in Serum or Plasma								
	MICRO	41763-4	1398	RUBV IgG Titr Ser	Rubella virus IgG Ab [Titer] in Serum								
	CHEM	42483-8	1399	M Protein MFr Ur Elph	Protein.monoclonal/Protein.total in Urine by Electrophoresis								
	MICRO	12859-5	1400	HIV1 p18 Ab Ser Ql IB	HIV 1 p18 Ab [Presence] in Serum by Immunoblot (IB)								
	ALLERGY	6050-9	1401	Brazil Nut IgE Qn	Brazil Nut IgE Ab [Units/volume] in Serum								
	MICRO	27374-8	1402	S pneum12 IgG Ser-mCnc	Streptococcus pneumoniae 12 IgG Ab [Mass/volume] in Serum								
	MICRO	40903-7	1403	S pneum12 IgG Ser EIA-mCnc	Streptococcus pneumoniae 12 IgG Ab [Mass/volume] in Serum by Immunoassay								
	MOLPATH.MUT	21619-2	1404	APOE gene Mut Anal Bld/T	APOE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal								
	CHEM	3086-6	1405	Urate Ur-mCnc	Urate [Mass/volume] in Urine								
	CELLMARK	18267-5	1406	CD16+CD56+ Cells NFr Bld	CD16+CD56+ cells/100 cells in Blood								
	MICRO	48560-7	1407	HPV Gentyp XXX PCR	Human papilloma virus genotype [Identifier] in Unspecified specimen by Probe & target amplification method								
	ALLERGY	33536-4	1408	Misc Allergen IgE RAST Ql	Miscellaneous allergen IgE Ab RAST class in Serum								
	CHEM	14288-5	1409	Carnitine SerPl-sCnc	Carnitine [Moles/volume] in Serum or Plasma								
	CELLMARK	20402-4	1410	CD16+CD56+ Cells # Bld	CD16+CD56+ cells [#/volume] in Blood								
	CHEM	2333-3	1411	Gastrin SerPl-mCnc	Gastrin [Mass/volume] in Serum or Plasma								
	OB.US	11778-8	1412	Delivery date Clin est	Delivery date Estimated								
	HEM/BC	42810-2	1413	Hgb Retic Qn	Hemoglobin [Entitic mass] in Reticulocytes								
	MICRO	5191-2	1414	HBV e Ag Ser EIA-aCnc	Hepatitis B virus e Ag [Units/volume] in Serum by Immunoassay								
	HEM/BC	26458-0	1415	RBC # Snv	Erythrocytes [#/volume] in Synovial fluid								
	SPEC	14664-7	1416	Color Snv	Color of Synovial fluid								
	DRUG/TOX	8214-9	1417	Opiates Mec Ql	Opiates [Presence] in Meconium								
	CHEM	14286-9	1418	Carnitine Free SerPl-sCnc	Carnitine free (C0) [Moles/volume] in Serum or Plasma								
	CHEM	27939-8	1419	Collagen NTx Ur-sCnc	Collagen crosslinked N-telopeptide [Moles/volume] in Urine								
	MICRO	16130-7	1420	HSV1 DNA XXX Ql PCR	Herpes simplex virus 1 DNA [Presence] in Unspecified specimen by Probe & target amplification method								
	MICRO	32766-8	1421	T vaginalis XXX Ql Wet Prep	Trichomonas vaginalis [Presence] in Unspecified specimen by Wet preparation								
	SERO	17284-1	1422	Mitochondria Ab Ser Ql IF	Mitochondria Ab [Presence] in Serum by Immunofluorescence								
	CHEM	16268-5	1423	Ca Phos Cry Stone Ql IR	Calcium phosphate crystals [Presence] in Stone by Infrared spectroscopy								
	MICRO	7905-3	1424	HBV surface Ag Ser Ql Nt	Hepatitis B virus surface Ag [Presence] in Serum by Neutralization test								
	MICRO	19126-2	1425	Bacteria Mar Aerobe Cult	Bacteria identified in Bone marrow by Aerobe culture								
	ALLERGY	6158-0	1426	Ltx IgE Qn	Latex IgE Ab [Units/volume] in Serum								
	COAG	3282-1	1427	LAC Nt Hex PL Time PPP	Lupus anticoagulant neutralization hexagonal phase phospholipid [Time] in Platelet poor plasma by Coagulation assay								
	COAG	32031-7	1428	PS IgA Ser EIA-aCnc	Phosphatidylserine IgA Ab [Units/volume] in Serum by Immunoassay								
	ALLERGY	6266-1	1429	Tomato IgE Qn	Tomato IgE Ab [Units/volume] in Serum								
	COAG	6009-5	1430	Prot C Ag PPP Imm-aCnc	Protein C Ag [Units/volume] in Platelet poor plasma by Immunologic method								
	BLDBK	936-5	1431	Bld Unit Id BPU	Blood product unit [Identifier]								
	MICRO	5119-3	1432	C neoform Ag Titr Ser LA	Cryptococcus neoformans Ag [Titer] in Serum by Latex agglutination								
	SERO	11013-0	1433	dsDNA Ab Titr Ser	DNA double strand Ab [Titer] in Serum								
	DRUG/TOX	31080-5	1434	Cannabinoids Mec Ql Scn	Cannabinoids [Presence] in Meconium by Screen method								
	HEM/BC	5909-7	1435	Bld Smear Interp	Blood smear finding [Identifier] in Blood by Light microscopy								
	MICRO	22296-8	1436	EBV NA Ab Ser Ql	Epstein Barr virus nuclear Ab [Presence] in Serum								
	MICRO	575-1	1437	Fungus Skin Cult	Fungus identified in Skin by Culture								
	UA	5820-6	1438	WBC Casts #/area UrnS LPF	WBC casts [#/area] in Urine sediment by Microscopy low power field								
	CHEM	2999-1	1439	Vit B1 SerPl-mCnc	Thiamine [Mass/volume] in Serum or Plasma								
	MICRO	35452-2	1440	HIV1 gp40 Ab Ser Ql IB	HIV 1 gp40 Ab [Presence] in Serum by Immunoblot (IB)								
	MICRO	20449-5	1441	B burgdor Ab Ser Ql EIA	Borrelia burgdorferi Ab [Presence] in Serum by Immunoassay								
	ALLERGY	6174-7	1442	Milk IgE Qn	Milk IgE Ab [Units/volume] in Serum								
	HEM/BC	13047-6	1443	Plasma Cells NFr Bld	Plasma cells/100 leukocytes in Blood								
	HEM/BC	20999-9	1444	Cell Fract Fld-Imp	Cell Fractions/Differential [interpretation] in Body fluid								
	DRUG/TOX	16250-3	1445	Codeine Ur Cfm-mCnc	Codeine [Mass/volume] in Urine by Confirmatory method								
	ALLERGY	15283-5	1446	Silver Birch IgE Qn	Silver Birch IgE Ab [Units/volume] in Serum								
	CHEM	1903-4	1447	Vit C SerPl-mCnc	Ascorbate [Mass/volume] in Serum or Plasma								
	DRUG/TOX	40527-4	1448	Cocaine Mec Ql	Cocaine [Presence] in Meconium								
	CHEM	1695-6	1449	5OH-indoleacetate 24H Ur-mRate	5-Hydroxyindoleacetate [Mass/time] in 24 hour Urine								
	CHAL	1549-5	1450	Glucose pre 100 g Glc PO SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO								
	CHEM	21525-1	1451	Sodium 24H Ur-sCnc	Sodium [Moles/volume] in 24 hour Urine								
	BLDBK	14906-2	1452	Rh BldCo	Rh [Type] in Cord blood								
	PULM	20112-9	1453	VT setting Vent	Tidal volume setting Ventilator								
	DRUG/TOX	8144-8	1454	Amphetamines Mec Ql	Amphetamines [Presence] in Meconium								
	ALLERGY	6242-2	1455	Sesame Seed IgE Qn	Sesame Seed IgE Ab [Units/volume] in Serum								
	SERO	21023-7	1456	ANCA Ab Titr Ser	Neutrophil cytoplasmic Ab [Titer] in Serum								
	MICRO	7983-0	1457	B19V IgG Ser-aCnc	Parvovirus B19 IgG Ab [Units/volume] in Serum								
	MICRO	30361-0	1458	HIV2 Ab Ser Ql EIA	HIV 2 Ab [Presence] in Serum by Immunoassay								
	HEM/BC	781-5	1459	Promyelocytes # Bld Manual	Promyelocytes [#/volume] in Blood by Manual count								
	BLDBK	51892-8	1460	ABO Group BldCo	ABO group [Type] in Cord blood								
	MICRO	42803-7	1461	Bacteria Islt	Bacteria identified in Isolate								
	MICRO	25631-3	1462	B19V IgM Titr Ser	Parvovirus B19 IgM Ab [Titer] in Serum								
	SERO	32787-4	1463	p-ANCA Titr Ser	Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum								
	DRUG/TOX	19429-0	1464	Propoxyph Ur Ql Scn	Propoxyphene [Presence] in Urine by Screen method								
	CHEM	2282-2	1465	Folate Bld-mCnc	Folate [Mass/volume] in Blood								
	DRUG/TOX	16251-1	1466	Morphine Ur Cfm-mCnc	Morphine [Mass/volume] in Urine by Confirmatory method								
	MICRO	32585-2	1467	EBV DNA # XXX PCR	Epstein Barr virus DNA [#/volume] (viral load) in Unspecified specimen by Probe & target amplification method								
	MICRO	15410-4	1468	VZV IgG Ser Ql EIA	Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay								
	SERO	5357-9	1469	ENA SM Ab Ser Ql ID	Smith extractable nuclear Ab [Presence] in Serum by Immune diffusion (ID)								
	MICRO	5036-9	1470	S pyo rRNA XXX Ql Prb	Streptococcus pyogenes rRNA [Presence] in Unspecified specimen by DNA probe								
	MICRO	40974-8	1471	S pneum57 IgG Ser-mCnc	Streptococcus pneumoniae 57 IgG Ab [Mass/volume] in Serum								
	MICRO	40915-1	1472	S pneum57 IgG Ser EIA-mCnc	Streptococcus pneumoniae 57 IgG Ab [Mass/volume] in Serum by Immunoassay								
	DRUG/TOX	31019-3	1473	10OH-Carbazepine SerPl-mCnc	10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma								
	CHEM	11040-3	1474	Cortis F Ur-mCnc	Cortisol Free [Mass/volume] in Urine								
	FERT	9704-8	1475	Sperm Smn	Spermatozoa [Morphology] in Semen								
	MICRO	601-5	1476	Fungus Bld Cult	Fungus identified in Blood by Culture								
